dependents:c2
,freshness_DIV,c2_DIV,d2_DIV,subject_DIV,variety,balance,disparsity,impact_diversity,teamsize,age_mean,age_std,pnum_mean,pnum_std,cn_mean,cn_std,rank_mean,rank_std,num_of_refs,journal fixed,Year fixed,R2,# of Smaples
Model 660,0.0700(),0.6711(****),-0.7406(****),-17.8234(*),--,--,0.9398(),--,0.3620(****),0.0661(****),-0.1104(****),-0.0125(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0734(****),True,True,0.046175871409884994,159558
Model 661,2.8535(****),1.4502(****),-1.6821(****),-68.5996(****),--,--,--,0.5348(*),0.3060(****),0.1198(****),-0.1522(****),-0.0071(**),0.0005(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0862(****),False,False,0.09149297120286126,159558
Model 662,1.9129(****),0.7283(****),-1.1334(****),-31.8964(****),--,--,--,1.9362(****),0.4637(****),0.0815(****),-0.0973(****),-0.0055(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0873(****),True,False,0.07717666741360019,159558
Model 663,-0.0049(),0.8705(****),-1.1603(****),-90.9550(****),--,--,--,1.4564(****),0.1540(****),0.0866(****),-0.1711(****),-0.0160(****),0.0021(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0750(****),False,True,0.05987415763944037,159558
Model 664,-0.2206(),0.4830(**),-0.7482(****),-42.2958(****),--,--,--,2.5200(****),0.3672(****),0.0643(****),-0.1107(****),-0.0126(****),0.0046(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0758(****),True,True,0.046798814347314144,159558
Model 665,3.0466(****),1.4916(****),-1.7210(****),--,-6.2320(**),-3.2467(****),--,--,0.3040(****),0.1176(****),-0.1505(****),-0.0070(**),0.0004(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0823(****),False,False,0.09194012698981702,160738
Model 666,2.0612(****),0.8283(****),-1.1300(****),--,0.7955(),-0.0885(),--,--,0.4563(****),0.0817(****),-0.0962(****),-0.0057(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0836(****),True,False,0.07735365858666898,160738
Model 667,0.3291(),1.0358(****),-1.1700(****),--,-17.4213(****),-0.7388(),--,--,0.1538(****),0.0856(****),-0.1693(****),-0.0156(****),0.0021(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0743(****),False,True,0.059537732814334055,160738
Model 668,0.0390(),0.6406(****),-0.7379(****),--,-5.6781(**),1.7312(**),--,--,0.3623(****),0.0645(****),-0.1097(****),-0.0125(****),0.0046(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0741(****),True,True,0.04632865001605879,160738
Model 669,2.9105(****),1.4118(****),-1.7101(****),--,-10.3869(****),--,0.7215(),--,0.3073(****),0.1193(****),-0.1514(****),-0.0069(**),0.0004(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0837(****),False,False,0.09113816379894435,159558
Model 670,2.0610(****),0.8293(****),-1.1251(****),--,0.5052(),--,0.6666(),--,0.4573(****),0.0828(****),-0.0968(****),-0.0057(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0837(****),True,False,0.07679984815748564,159558
Model 671,0.2145(),1.0001(****),-1.1678(****),--,-17.6607(****),--,-1.8170(),--,0.1541(****),0.0871(****),-0.1705(****),-0.0157(****),0.0022(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0743(****),False,True,0.059472726731993664,159558
Model 672,0.0671(),0.6703(****),-0.7400(****),--,-4.5226(*),--,1.1208(),--,0.3626(****),0.0660(****),-0.1104(****),-0.0125(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0737(****),True,True,0.04617116862123494,159558
Model 673,2.8598(****),1.3891(****),-1.7148(****),--,-10.4602(****),--,--,0.1596(),0.3072(****),0.1177(****),-0.1502(****),-0.0068(**),0.0003(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0838(****),False,False,0.09177298416634239,160738
Model 674,1.8446(****),0.6619(****),-1.1537(****),--,-3.7390(),--,--,1.6979(****),0.4628(****),0.0802(****),-0.0965(****),-0.0054(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0857(****),True,False,0.07764621146826078,160738
Model 675,0.0475(),0.8832(****),-1.1567(****),--,-21.5396(****),--,--,1.2605(****),0.1572(****),0.0845(****),-0.1693(****),-0.0158(****),0.0020(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0757(****),False,True,0.059699595654631454,160738
Model 676,-0.2219(),0.4790(**),-0.7513(****),--,-10.4185(****),--,--,2.4307(****),0.3675(****),0.0628(****),-0.1099(****),-0.0125(****),0.0046(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0764(****),True,True,0.04688488841155147,160738
Model 677,3.0167(****),1.4104(****),-1.7507(****),--,--,-4.0439(****),0.2327(),--,0.3034(****),0.1183(****),-0.1514(****),-0.0070(**),0.0004(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0790(****),False,False,0.09125512731078966,159558
Model 678,2.0643(****),0.8363(****),-1.1245(****),--,--,-0.0341(),0.8543(),--,0.4574(****),0.0829(****),-0.0968(****),-0.0057(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0839(****),True,False,0.07679956520347697,159558
Model 679,0.3261(),0.8867(****),-1.2539(****),--,--,-2.1067(***),-7.0288(***),--,0.1574(****),0.0864(****),-0.1690(****),-0.0154(****),0.0021(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0663(****),False,True,0.0591209988797895,159558
Model 680,-0.0090(),0.5728(***),-0.7492(****),--,--,1.3832(*),-1.2818(),--,0.3625(****),0.0656(****),-0.1101(****),-0.0125(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0716(****),True,True,0.04617610407963313,159558
Model 681,3.0079(****),1.3794(****),-1.7529(****),--,--,-4.1802(****),--,0.3465(),0.3040(****),0.1164(****),-0.1502(****),-0.0069(**),0.0003(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0790(****),False,False,0.09189773618773289,160738
Model 682,1.8957(****),0.6568(****),-1.1508(****),--,--,-1.4552(*),--,1.7591(****),0.4606(****),0.0800(****),-0.0966(****),-0.0055(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0840(****),True,False,0.07766124572134181,160738
Model 683,0.2914(),0.7668(****),-1.2730(****),--,--,-3.3149(****),--,0.9201(****),0.1592(****),0.0841(****),-0.1676(****),-0.0154(****),0.0019(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0655(****),False,True,0.05919058650692022,160738
Model 684,-0.2089(),0.3717(*),-0.7692(****),--,--,-0.3958(),--,2.1405(****),0.3653(****),0.0627(****),-0.1097(****),-0.0125(****),0.0046(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0714(****),True,True,0.04674971906826286,160738
Model 685,2.8974(****),1.3103(****),-1.7495(****),--,--,--,-3.5098(),-0.0923(),0.3066(****),0.1183(****),-0.1506(****),-0.0067(**),0.0003(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0786(****),False,False,0.09099771283345859,159558
Model 686,1.9217(****),0.6653(****),-1.1428(****),--,--,--,-2.4549(),1.7055(****),0.4634(****),0.0812(****),-0.0969(****),-0.0055(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0842(****),True,False,0.0770956210809014,159558
Model 687,0.1257(),0.7408(****),-1.2468(****),--,--,--,-10.5405(****),0.7686(***),0.1602(****),0.0853(****),-0.1686(****),-0.0154(****),0.0020(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0659(****),False,True,0.05911326406527195,159558
Model 688,-0.1952(),0.4059(**),-0.7593(****),--,--,--,-4.5061(*),2.2405(****),0.3672(****),0.0638(****),-0.1102(****),-0.0125(****),0.0046(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0719(****),True,True,0.04666479054540218,159558
Model 689,2.5755(****),0.8630(****),--,-302.9303(****),60.0952(****),4.3794(****),--,--,0.3118(****),0.1191(****),-0.1512(****),-0.0054(*),0.0008(),0.0005(****),0.0001(****),-0.0002(****),0.0007(****),0.0816(****),False,False,0.09082524718393237,159558
Model 690,1.7613(****),0.4326(**),--,-177.4822(****),39.9775(****),4.2612(****),--,--,0.4615(****),0.0832(****),-0.0966(****),-0.0052(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(***),0.0834(****),True,False,0.07655554015873156,159558
Model 691,-0.0887(),0.5957(****),--,-196.0955(****),25.2765(****),4.2117(****),--,--,0.1567(****),0.0869(****),-0.1704(****),-0.0147(****),0.0024(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0737(****),False,True,0.05921594230809124,159558
Model 692,-0.2420(),0.3641(*),--,-114.2906(****),19.4235(**),4.5448(****),--,--,0.3642(****),0.0658(****),-0.1104(****),-0.0122(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(**),0.0739(****),True,True,0.046103853497217906,159558
Model 693,2.7924(****),0.9734(****),--,-207.3006(****),40.9564(****),--,-0.3878(),--,0.3178(****),0.1188(****),-0.1508(****),-0.0054(*),0.0008(),0.0005(****),0.0001(****),-0.0002(****),0.0007(****),0.0816(****),False,False,0.09069338698355567,159558
Model 694,1.9776(****),0.5460(***),--,-86.2463(****),21.5391(****),--,-0.2718(),--,0.4636(****),0.0831(****),-0.0964(****),-0.0052(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(***),0.0835(****),True,False,0.07643049135060098,159558
Model 695,0.1239(),0.7067(****),--,-104.6387(****),7.8139(),--,-2.4160(),--,0.1620(****),0.0864(****),-0.1700(****),-0.0147(****),0.0024(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0735(****),False,True,0.059096792450875624,159558
Model 696,-0.0239(),0.4767(**),--,-16.1089(),-0.8834(),--,0.8158(),--,0.3658(****),0.0655(****),-0.1103(****),-0.0123(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0740(****),True,True,0.04595680850162498,159558
Model 697,2.7333(****),0.9169(****),--,-213.4468(****),40.9503(****),--,--,0.5708(*),0.3204(****),0.1184(****),-0.1508(****),-0.0054(*),0.0008(),0.0005(****),0.0001(****),-0.0002(****),0.0007(****),0.0821(****),False,False,0.0907265010062912,159558
Model 698,1.8027(****),0.3819(**),--,-104.1477(****),20.9931(****),--,--,1.8904(****),0.4693(****),0.0815(****),-0.0969(****),-0.0050(*),0.0029(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0855(****),True,False,0.07677751143483658,159558
Model 699,-0.1067(),0.5610(***),--,-117.9937(****),6.4672(),--,--,1.4989(****),0.1651(****),0.0852(****),-0.1701(****),-0.0150(****),0.0023(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0749(****),False,True,0.05932116157358025,159558
Model 700,-0.3152(),0.2877(),--,-38.8720(*),-1.4095(),--,--,2.5110(****),0.3710(****),0.0637(****),-0.1105(****),-0.0123(****),0.0046(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0764(****),True,True,0.046575488313136404,159558
Model 701,2.9310(****),1.0866(****),--,-67.3127(****),--,-1.0962(),3.5545(),--,0.3287(****),0.1193(****),-0.1502(****),-0.0053(*),0.0007(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0868(****),False,False,0.09034200356457245,159558
Model 702,2.0035(****),0.5868(****),--,-20.0522(*),--,0.6246(),1.6035(),--,0.4698(****),0.0833(****),-0.0960(****),-0.0050(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0870(****),True,False,0.07633183246002972,159558
Model 703,0.0278(),0.7008(****),--,-93.1887(****),--,2.1003(**),-2.4230(),--,0.1614(****),0.0863(****),-0.1702(****),-0.0148(****),0.0024(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0757(****),False,True,0.05913442378280631,159558
Model 704,-0.1509(),0.4381(**),--,-37.4595(****),--,2.8218(****),0.1319(),--,0.3663(****),0.0655(****),-0.1103(****),-0.0123(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0755(****),True,True,0.04604916123352465,159558
Model 705,2.9055(****),1.0575(****),--,-67.0434(****),--,-1.2719(),--,0.6075(*),0.3337(****),0.1190(****),-0.1500(****),-0.0053(*),0.0007(),0.0004(****),0.0001(****),-0.0002(****),0.0008(****),0.0872(****),False,False,0.09036094587926957,159558
Model 706,1.8770(****),0.4463(**),--,-31.8857(***),--,-0.2751(),--,1.9168(****),0.4755(****),0.0816(****),-0.0964(****),-0.0048(*),0.0029(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0885(****),True,False,0.07667517912018929,159558
Model 707,-0.1581(),0.5671(***),--,-105.1372(****),--,1.3519(),--,1.4296(****),0.1647(****),0.0851(****),-0.1703(****),-0.0151(****),0.0023(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0764(****),False,True,0.05933245015942945,159558
Model 708,-0.3833(),0.2670(),--,-54.0109(****),--,1.6776(*),--,2.4150(****),0.3709(****),0.0637(****),-0.1105(****),-0.0123(****),0.0046(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0771(****),True,True,0.04660702656166338,159558
Model 709,2.8501(****),1.0339(****),--,-78.7743(****),--,--,2.7538(),0.4999(*),0.3317(****),0.1191(****),-0.1502(****),-0.0052(*),0.0007(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0879(****),False,False,0.09035371067694642,159558
Model 710,1.8751(****),0.4492(**),--,-32.8937(****),--,--,-0.7545(),1.9150(****),0.4760(****),0.0817(****),-0.0963(****),-0.0048(*),0.0029(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0886(****),True,False,0.07667511685767447,159558
Model 711,-0.0950(),0.5924(****),--,-92.2368(****),--,--,-3.2986(),1.5455(****),0.1667(****),0.0850(****),-0.1701(****),-0.0151(****),0.0023(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0756(****),False,True,0.05932715698642199,159558
Model 712,-0.3005(),0.2981(*),--,-41.3919(****),--,--,-2.4123(),2.5529(****),0.3714(****),0.0636(****),-0.1105(****),-0.0123(****),0.0046(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0763(****),True,True,0.04658313390239033,159558
Model 713,3.0307(****),1.0673(****),--,--,-9.4189(****),-3.3276(****),2.7256(),--,0.3330(****),0.1184(****),-0.1495(****),-0.0051(*),0.0007(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0844(****),False,False,0.09011361788467354,159558
Model 714,2.0213(****),0.5480(***),--,--,0.2168(),-0.1669(),0.6224(),--,0.4692(****),0.0829(****),-0.0959(****),-0.0050(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0849(****),True,False,0.07630497801444525,159558
Model 715,0.1453(),0.7266(****),--,--,-18.7771(****),-0.5451(),-1.6020(),--,0.1661(****),0.0856(****),-0.1696(****),-0.0148(****),0.0023(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0751(****),False,True,0.05890865548291757,159558
Model 716,-0.1093(),0.4338(**),--,--,-6.2285(**),1.7283(**),0.2031(),--,0.3668(****),0.0652(****),-0.1102(****),-0.0123(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0747(****),True,True,0.04599685924311836,159558
Model 717,2.9673(****),1.0229(****),--,--,-9.2368(****),-3.4660(****),--,0.4756(*),0.3355(****),0.1167(****),-0.1482(****),-0.0051(*),0.0007(),0.0004(****),0.0001(****),-0.0002(****),0.0008(****),0.0847(****),False,False,0.09075643035462733,160738
Model 718,1.8321(****),0.3903(**),--,--,-3.1735(),-1.4236(*),--,1.7836(****),0.4741(****),0.0803(****),-0.0957(****),-0.0048(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0867(****),True,False,0.07715324204852314,160738
Model 719,-0.0128(),0.6110(****),--,--,-21.9023(****),-1.4527(*),--,1.4306(****),0.1699(****),0.0829(****),-0.1685(****),-0.0150(****),0.0022(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0763(****),False,True,0.05917301867279623,160738
Model 720,-0.3451(),0.2705(),--,--,-10.9604(****),0.1552(),--,2.3939(****),0.3712(****),0.0622(****),-0.1098(****),-0.0123(****),0.0046(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0769(****),True,True,0.04665867498775955,160738
Model 721,2.9172(****),0.9971(****),--,--,-12.7762(****),--,0.6164(),0.1706(),0.3369(****),0.1186(****),-0.1491(****),-0.0050(*),0.0006(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0858(****),False,False,0.08995363597771,159558
Model 722,1.8850(****),0.4099(**),--,--,-3.5702(),--,-1.6187(),1.7452(****),0.4766(****),0.0815(****),-0.0961(****),-0.0048(*),0.0029(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0870(****),True,False,0.07659892344222052,159558
Model 723,-0.0695(),0.6021(****),--,--,-22.1145(****),--,-3.2530(),1.3531(****),0.1700(****),0.0843(****),-0.1696(****),-0.0150(****),0.0022(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0764(****),False,True,0.05909408366617197,159558
Model 724,-0.2995(),0.2998(*),--,--,-10.2143(****),--,-1.9538(),2.4826(****),0.3724(****),0.0634(****),-0.1104(****),-0.0123(****),0.0047(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0768(****),True,True,0.04655474189127029,159558
Model 725,3.0146(****),0.9499(****),--,--,--,-4.2417(****),-0.9403(),0.2903(),0.3344(****),0.1173(****),-0.1488(****),-0.0051(*),0.0006(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0800(****),False,False,0.09001328468533842,159558
Model 726,1.9187(****),0.4045(**),--,--,--,-1.3911(*),-1.9652(),1.8007(****),0.4746(****),0.0812(****),-0.0962(****),-0.0049(*),0.0029(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0854(****),True,False,0.076611933763577,159558
Model 727,0.1079(),0.4675(**),--,--,--,-2.7220(****),-9.2063(****),1.0488(****),0.1742(****),0.0837(****),-0.1677(****),-0.0145(****),0.0022(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0665(****),False,True,0.05857405975914309,159558
Model 728,-0.2845(),0.2063(),--,--,--,-0.1556(),-4.6931(*),2.2405(****),0.3709(****),0.0632(****),-0.1100(****),-0.0123(****),0.0046(),0.0004(****),0.0001(****),-0.0001(***),0.0002(**),0.0722(****),True,True,0.0464346000665774,159558
Model 729,2.8150(****),--,-1.5128(****),-324.9443(****),69.9199(****),5.1916(****),--,--,0.2901(****),0.1198(****),-0.1514(****),-0.0067(**),0.0007(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0802(****),False,False,0.09159620883986686,159558
Model 730,1.9201(****),--,-1.0022(****),-191.5388(****),45.3761(****),5.0145(****),--,--,0.4521(****),0.0832(****),-0.0965(****),-0.0057(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0825(****),True,False,0.07691562510261907,159558
Model 731,0.1568(),--,-1.0405(****),-213.7964(****),32.7944(****),4.7642(****),--,--,0.1462(****),0.0878(****),-0.1704(****),-0.0153(****),0.0024(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0730(****),False,True,0.059590764475269786,159558
Model 732,-0.0796(),--,-0.6499(****),-126.7395(****),24.0004(***),5.1147(****),--,--,0.3607(****),0.0660(****),-0.1101(****),-0.0124(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0735(****),True,True,0.04624454886354956,159558
Model 733,3.0939(****),--,-1.5125(****),-211.3442(****),46.8830(****),--,0.9872(),--,0.2971(****),0.1194(****),-0.1508(****),-0.0067(**),0.0007(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0804(****),False,False,0.09140762293404803,159558
Model 734,2.1896(****),--,-0.9763(****),-83.3802(****),23.3984(****),--,0.9515(),--,0.4548(****),0.0830(****),-0.0962(****),-0.0057(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0827(****),True,False,0.07673912530849691,159558
Model 735,0.4176(),--,-1.0366(****),-110.0851(****),12.7578(*),--,-1.5164(),--,0.1522(****),0.0872(****),-0.1698(****),-0.0153(****),0.0024(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0729(****),False,True,0.05942765303095787,159558
Model 736,0.1795(),--,-0.6234(****),-15.6089(),1.0519(),--,1.7082(),--,0.3626(****),0.0656(****),-0.1099(****),-0.0124(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0737(****),True,True,0.04605665506899792,159558
Model 737,2.9943(****),--,-1.5238(****),-221.2075(****),47.4845(****),--,--,0.8738(***),0.3012(****),0.1189(****),-0.1509(****),-0.0067(**),0.0006(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0810(****),False,False,0.09148612156749458,159558
Model 738,1.9738(****),--,-1.0205(****),-103.7148(****),22.9156(****),--,--,2.0734(****),0.4606(****),0.0813(****),-0.0969(****),-0.0055(*),0.0029(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0848(****),True,False,0.07716328172538556,159558
Model 739,0.1363(),--,-1.0455(****),-124.9469(****),11.4315(*),--,--,1.6470(****),0.1555(****),0.0860(****),-0.1701(****),-0.0156(****),0.0022(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0743(****),False,True,0.05971103771305997,159558
Model 740,-0.1493(),--,-0.6641(****),-40.0866(*),0.4455(),--,--,2.6193(****),0.3679(****),0.0638(****),-0.1103(****),-0.0125(****),0.0047(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0762(****),True,True,0.04673743503688099,159558
Model 741,3.2797(****),--,-1.4707(****),-51.0240(****),--,-1.1626(),5.6329(**),--,0.3109(****),0.1199(****),-0.1499(****),-0.0064(**),0.0006(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0865(****),False,False,0.09094194020996271,159558
